DateTime,Latitude,Longitude,Velocity
2022-10-11 11:55:53,42.99173,6.00952,11.074540011618854
2022-10-11 12:00:55,42.99153,6.00933,9.957046428038078
2022-10-11 12:06:32,42.99131,6.00905,9.444776013172604
2022-10-11 12:10:52,42.99111,6.00879,10.738688909841462
