DeviceName,DeviceDateTime,BatteryStatus,CommId,Latitude,Longitude
,,,,,
0-3153368,2022-10-11 11:42:29,GOOD,0-3153368,43.08197,5.99053
,,,,,
0-3153368,2022-10-11 11:37:28,GOOD,0-3153368,43.08306,5.98697
,,,,,
0-3153368,2022-10-11 11:32:27,GOOD,0-3153368,43.08228,5.9853
,,,,,
0-3153368,2022-10-11 11:27:58,GOOD,0-3153368,43.08221,5.98525
,,,,,
0-3153368,2022-10-11 11:22:26,GOOD,0-3153368,43.0821,5.98519
,,,,,
0-3153368,2022-10-11 11:17:28,GOOD,0-3153368,43.08203,5.98515
,,,,,
0-3153368,2022-10-11 11:12:28,GOOD,0-3153368,43.08199,5.98515
,,,,,
0-3153368,2022-10-11 11:07:28,GOOD,0-3153368,43.08186,5.98504
,,,,,
0-3153368,2022-10-11 11:02:30,GOOD,0-3153368,43.08176,5.985
,,,,,
0-3153368,2022-10-11 10:57:26,GOOD,0-3153368,43.08165,5.98493
,,,,,
0-3153368,2022-10-11 10:52:28,GOOD,0-3153368,43.08155,5.98491
,,,,,
0-3153368,2022-10-11 10:47:27,GOOD,0-3153368,43.08146,5.98493
,,,,,
0-3153368,2022-10-11 10:42:29,GOOD,0-3153368,43.08138,5.98495
,,,,,
0-3153368,2022-10-11 10:37:29,GOOD,0-3153368,43.08133,5.98495
,,,,,
0-3153368,2022-10-11 10:32:36,GOOD,0-3153368,43.08125,5.98497
,,,,,
0-3153368,2022-10-11 10:27:54,GOOD,0-3153368,43.08116,5.985
,,,,,
0-3153368,2022-10-11 10:22:37,GOOD,0-3153368,43.08105,5.985
,,,,,
0-3153368,2022-10-11 10:17:41,GOOD,0-3153368,43.08094,5.98502
,,,,,
0-3153368,2022-10-11 10:12:42,GOOD,0-3153368,43.08087,5.98504
,,,,,
0-3153368,2022-10-11 10:07:43,GOOD,0-3153368,43.0808,5.98506
,,,,,
0-3153368,2022-10-11 10:02:45,GOOD,0-3153368,43.0807,5.98508
,,,,,
0-3153368,2022-10-11 09:57:48,GOOD,0-3153368,43.08061,5.98515
,,,,,
0-3153368,2022-10-11 09:52:48,GOOD,0-3153368,43.08054,5.98519
,,,,,
0-3153368,2022-10-11 09:47:48,GOOD,0-3153368,43.08047,5.98525
,,,,,
0-3153368,2022-10-11 09:42:51,GOOD,0-3153368,43.08036,5.98532
,,,,,
0-3153368,2022-10-11 09:37:51,GOOD,0-3153368,43.08027,5.98536
,,,,,
0-3153368,2022-10-11 09:32:54,GOOD,0-3153368,43.08018,5.98538
,,,,,
0-3153368,2022-10-11 09:28:31,GOOD,0-3153368,43.08011,5.9854
,,,,,
0-3153368,2022-10-11 09:22:54,GOOD,0-3153368,43.07994,5.98538
,,,,,
0-3153368,2022-10-11 09:17:53,GOOD,0-3153368,43.0798,5.98534
,,,,,
0-3153368,2022-10-11 09:12:55,GOOD,0-3153368,43.07965,5.9853
,,,,,
0-3153368,2022-10-11 09:07:56,GOOD,0-3153368,43.07944,5.98519
,,,,,
0-3153368,2022-10-11 09:02:55,GOOD,0-3153368,43.07926,5.98504
,,,,,
0-3153368,2022-10-11 08:57:57,GOOD,0-3153368,43.07907,5.98487
,,,,,
0-3153368,2022-10-11 08:52:56,GOOD,0-3153368,43.07882,5.98469
,,,,,
0-3153368,2022-10-11 08:47:58,GOOD,0-3153368,43.07854,5.98457
,,,,,
0-3153368,2022-10-11 08:42:57,GOOD,0-3153368,43.07833,5.98446
,,,,,
0-3153368,2022-10-11 08:38:01,GOOD,0-3153368,43.07899,5.98849
,,,,,
0-3153368,2022-10-11 08:33:00,GOOD,0-3153368,43.07975,5.99884
,,,,,
0-3153368,2022-10-11 08:29:13,GOOD,0-3153368,43.08002,5.99873
,,,,,
0-3153368,2022-10-11 08:24:13,GOOD,0-3153368,43.0835,6.0056
,,,,,
0-3153368,2022-10-11 08:19:06,GOOD,0-3153368,43.08471,5.99976
,,,,,
0-3153368,2022-10-11 08:12:59,GOOD,0-3153368,43.08528,5.98461
,,,,,
0-3153368,2022-10-11 08:07:58,GOOD,0-3153368,43.0858,5.97216
,,,,,
0-3153368,2022-10-11 08:03:01,GOOD,0-3153368,43.08643,5.95929
,,,,,
0-3153368,2022-10-11 07:58:03,GOOD,0-3153368,43.08698,5.94639
,,,,,
0-3153368,2022-10-11 07:53:03,GOOD,0-3153368,43.08735,5.93326
,,,,,
0-3153368,2022-10-11 07:48:08,GOOD,0-3153368,43.09005,5.92255
,,,,,
0-3153368,2022-10-11 07:43:05,GOOD,0-3153368,43.09874,5.91852
,,,,,
0-3153368,2022-10-11 07:38:08,GOOD,0-3153368,43.10381,5.90916
,,,,,
0-3153368,2022-10-11 07:33:07,GOOD,0-3153368,43.10596,5.89771
,,,,,
0-3153368,2022-10-11 07:28:10,GOOD,0-3153368,43.10453,5.88768
