DeviceName,DeviceDateTime,BatteryStatus,CommId,Latitude,Longitude
,,,,,
0-3152052,2022-10-11 10:10:52,GOOD,0-3152052,42.99111,6.00879
,,,,,
0-3152052,2022-10-11 10:06:32,GOOD,0-3152052,42.99131,6.00905
,,,,,
0-3152052,2022-10-11 10:00:55,GOOD,0-3152052,42.99153,6.00933
,,,,,
0-3152052,2022-10-11 09:55:53,GOOD,0-3152052,42.99173,6.00952
,,,,,
0-3152052,2022-10-11 09:50:51,GOOD,0-3152052,42.99197,6.00976
,,,,,
0-3152052,2022-10-11 09:45:52,GOOD,0-3152052,42.99222,6.00999
,,,,,
0-3152052,2022-10-11 09:40:56,GOOD,0-3152052,42.99469,6.00993
,,,,,
0-3152052,2022-10-11 09:35:51,GOOD,0-3152052,43.00465,6.00879
,,,,,
0-3152052,2022-10-11 09:30:50,GOOD,0-3152052,43.01822,6.00313
,,,,,
0-3152052,2022-10-11 09:25:51,GOOD,0-3152052,43.03083,5.99293
,,,,,
0-3152052,2022-10-11 09:20:49,GOOD,0-3152052,43.04349,5.98264
,,,,,
0-3152052,2022-10-11 09:15:49,GOOD,0-3152052,43.05761,5.97758
,,,,,
0-3152052,2022-10-11 09:10:46,GOOD,0-3152052,43.07136,5.97208
,,,,,
0-3152052,2022-10-11 08:51:57,GOOD,0-3152052,43.07745,5.97311
